ortho	qx	af	elegans
OG0001899	QX1410.g7508.6	CBG20372e.1	Y40B1A.1a.1, Y40B1A.3d.1
OG0001900	QX1410.g7538.1	CBG20408.1	F49D11.1.1, Y54G2A.12.1
OG0001901	QX1410.g7548.1, QX1410.g7549.1	CBG20418.1, CBG20419.1	NA
OG0001902	QX1410.g16022.1, QX1410.g7551.1	CBG11819.1, CBG20421.1	NA
OG0001903	QX1410.g7555.1	CBG20426.1, CBG24941.1	F36D1.3.1
OG0001904	QX1410.g15269.1, QX1410.g7558.1	CBG01872.1, CBG20431.1	NA
OG0001905	QX1410.g7570.1, QX1410.g7573.1	CBG23786.1	Y52B11A.7.1
OG0001906	QX1410.g7623.1	CBG18826.1	K12H6.6a.1, Y63D3A.8.1
OG0001907	QX1410.g7627.1	CBG18822.1	Y63D3A.5.1, Y71A12B.10a.1
OG0001908	QX1410.g7633.1	CBG18811.1	C09B9.2.1, F58D5.8.1
OG0001909	QX1410.g7652.2	CBG18782.1, CBG27882.1	F09C3.1.1
OG0001910	QX1410.g2239.1, QX1410.g7671.1	CBG23485.1	C54D10.3.1
OG0001911	QX1410.g7691.1, QX1410.g7692.2	CBG15857.1, CBG15859.1	NA
OG0001912	QX1410.g7693.1, QX1410.g7694.1	CBG15853.1, CBG31507.1	NA
OG0001913	QX1410.g7702.1	CBG15846.1	Y47H9C.5a.1, Y73B6BL.12.1
OG0001914	QX1410.g7778.1	CBG23659a.1	T13A10.10a.1, Y53H1C.1a.1
OG0001915	QX1410.g15128.1, QX1410.g7779.1	CBG04380a.1	Y53H1C.2c.1
OG0001916	QX1410.g7790.1	CBG04365.1	Y18D10A.19.1, Y18D10A.25.2
OG0001917	QX1410.g13898.1, QX1410.g17486.1, QX1410.g21538.1, QX1410.g7802.1	NA	NA
OG0001918	QX1410.g7837.2	CBG07961.1	Y59H11AR.5.1, ZK39.7.1
OG0001919	QX1410.g7840.2	CBG31419.1	W02B9.1b.1, Y52B11A.11.1
OG0001920	QX1410.g7865.1, QX1410.g7866.1, QX1410.g7867.1	CBG07994.1	NA
OG0001921	QX1410.g7878.1	CBG08005.1	B0280.11.1, F40G12.10.1
OG0001922	QX1410.g7882.1	CBG08009.1, CBG24397.1	Y52B11A.2a.1
OG0001923	QX1410.g7883.1	CBG08010.1, CBG24396.1	Y52B11A.1.1
OG0001924	QX1410.g7888.1	CBG08015.1	T08D10.2.1, Y40B1B.6.1
OG0001925	QX1410.g7907.1	CBG08038.1	T23G4.3.1, Y87G2A.7.1
OG0001926	QX1410.g7933.1	CBG19723.1	F33H2.1.1, Y54G2A.50.3
OG0001927	QX1410.g7940.1	CBG19731.1	C53A5.4.1, K06H7.8.1
OG0001928	QX1410.g7943.1	CBG19734.1	F33H2.3.1, T19H12.2.1
OG0001929	QX1410.g7944.2	CBG19735.1	F31C3.2b.1, K05C4.4.1
OG0001930	QX1410.g7983.1	CBG19773.1	R08A2.1.1, Y8G1A.1a.1
OG0001931	QX1410.g8003.1, QX1410.g8047.1	CBG19798.1	Y105E8B.4.1
OG0001932	QX1410.g8015.1, QX1410.g8016.1	CBG19811.1	Y82E9BR.19.1
OG0001933	QX1410.g8027.1	CBG08753.1	C02B8.6.1, Y105E8A.14.1
OG0001934	QX1410.g8028.1	CBG08752.1	K05C4.8.1, Y105E8A.13a.1
OG0001935	QX1410.g8060.1	CBG08717.1	H28O16.1a.1, T26E3.7.1
OG0001936	QX1410.g14657.2	CBG08175a.1, CBG24867.1	C04E7.3.1
OG0001937	QX1410.g14658.3	CBG08173.1, CBG08190.1	Y75B8A.13.1
OG0001938	QX1410.g14661.1	CBG08171.1, CBG08188.1	R04A9.4.1
OG0001939	QX1410.g13882.3, QX1410.g14679.1, QX1410.g2230.1	CBG23494.1	NA
OG0001940	QX1410.g14698.1, QX1410.g14699.1	CBG08130.1	T19D7.1.2
OG0001941	QX1410.g14714.1	CBG08112.1, CBG24032.1	F25E2.1.1
OG0001942	QX1410.g14715.1	CBG08111.1, CBG24031a.1	F25E2.2a.1
OG0001943	QX1410.g14716.1	CBG08110.1, CBG24030.1	F25E2.3.1
OG0001944	QX1410.g14717.1	CBG08109.1, CBG26680.1	F25E2.4.1
OG0001945	QX1410.g14745.1	CBG08080.1	C44C1.5a.1, Y60A3A.7.1
OG0001946	QX1410.g14749.1, QX1410.g14751.1	CBG08074.1	F55A4.10.1
OG0001947	QX1410.g11737.1, QX1410.g14810.1	CBG15116.1, CBG24824.1	NA
OG0001948	QX1410.g14849.1, QX1410.g22036.3	CBG22513.1	C45G7.5.1
OG0001949	QX1410.g14856.2	CBG16379a.1	T01B4.1.1, T01B4.2a.1
OG0001950	QX1410.g14879.1	CBG16347.1, CBG16381.1	F59C12.3.1
OG0001951	QX1410.g14889.1	CBG16333.1	F22H10.6.1, F31A3.3.1
OG0001952	QX1410.g14976.1	CBG16244.1	C10E2.6.1, T02G5.12.1
OG0001953	QX1410.g14980.1	CBG16240.1	F07G6.1.1, F56C3.6.1
OG0001954	QX1410.g14984.1, QX1410.g14985.1	CBG27433.1, CBG27434.1	NA
OG0001955	QX1410.g14989.1, QX1410.g14993.1, QX1410.g14997.1, QX1410.g15001.1	NA	NA
OG0001956	QX1410.g14990.1, QX1410.g14994.1, QX1410.g14998.1, QX1410.g15002.1	NA	NA
OG0001957	QX1410.g14992.1, QX1410.g14996.1, QX1410.g15000.1, QX1410.g15004.1	NA	NA
OG0001958	QX1410.g15024.2	CBG16200.1	B0198.3a.1, F54F7.5.1
OG0001959	QX1410.g15028.1, QX1410.g15030.1	CBG16194a.1	W06B3.1.2
OG0001960	QX1410.g15029.1, QX1410.g15031.2	CBG16192b.1	W06B3.2c.1
OG0001961	QX1410.g15051.1	CBG16171.1	B0416.5.1, C42C1.8.2
OG0001962	QX1410.g15143.1	CBG16080.1, CBG16081.1	C11E4.1.1
OG0001963	QX1410.g15152.1	CBG16067.1, CBG16068.1	C11E4.8a.1
OG0001964	QX1410.g15159.1	CBG16054.1, CBG16055.1	C43C3.1.1
OG0001965	QX1410.g15177.1	CBG16004a.1	F53H4.1.1, F53H4.6.1
OG0001966	QX1410.g15178.1	CBG16000.1, CBG30893.1	F53H4.4.1
OG0001967	QX1410.g15194.1, QX1410.g21792.1	CBG15984.1, CBG20449.1	NA
OG0001968	QX1410.g12131.1, QX1410.g15205.1	CBG15972.1	F35B3.3a.1
OG0001969	QX1410.g15248.2	CBG15931.1	C36E6.1b.1, M01A10.1.1
OG0001970	QX1410.g15258.1	CBG01860b.1	ZK54.1a.1, ZK54.3.2
OG0001971	QX1410.g15316.1, QX1410.g16713.1	CBG01927.1, CBG14726.1	NA
OG0001972	QX1410.g15319.1, QX1410.g15320.1	CBG01931.1, CBG01932.1	NA
OG0001973	QX1410.g15327.1	CBG01937.1	F54A3.4.1, ZC373.1a.1
OG0001974	QX1410.g15330.1	CBG01940.1	F42G10.2.1, VZC374L.1.1
OG0001975	QX1410.g13919.1, QX1410.g15357.1	CBG01969.1, CBG21294.1	NA
OG0001976	QX1410.g15360.1, QX1410.g16058.1	CBG01975b.1	W07E11.1b.1
OG0001977	QX1410.g15400.1, QX1410.g15401.2, QX1410.g15509.1	CBG02150.1	NA
OG0001978	QX1410.g15583.1	CBG17297.1, CBG17299.1	C35C5.6.1
OG0001979	QX1410.g15584.1	CBG17298.1, CBG30895.1	C35C5.5.1
OG0001980	QX1410.g15594.1	CBG02186.1, CBG02187.1, CBG17309.1	NA
OG0001981	QX1410.g15608.1	CBG17325.1	T25C12.2.1, T25C12.4.1
OG0001982	QX1410.g15612.4	CBG17336.1, CBG27527.1	F46C3.3a.1
OG0001983	QX1410.g15716.2	CBG17449.1, CBG17504.1	W04G3.5.1
OG0001984	QX1410.g15767.1	CBG17553.1	F47B10.9.1, F56C3.9.1
OG0001985	QX1410.g15857.1, QX1410.g19618.1	CBG31370.1	F59F5.4.1
OG0001986	QX1410.g14047.1, QX1410.g15869.1	CBG03626.1, CBG03627.1	NA
OG0001987	QX1410.g15875.2	CBG17257a.1	C33D3.1.1, C39B10.6a.1
OG0001988	QX1410.g15878.3, QX1410.g15884.3	CBG17253.1	C39B10.2d.1
OG0001989	QX1410.g15879.1, QX1410.g15880.1, QX1410.g15883.1	CBG26683.1	NA
OG0001990	QX1410.g15887.1, QX1410.g15892.1	CBG17262.1, CBG31518.1	NA
OG0001991	QX1410.g15907.3, QX1410.g15908.1	CBG17235.1, CBG17236.1	NA
OG0001992	QX1410.g15938.1	CBG17199.1	F41E7.1.1, F57G8.5.1
OG0001993	QX1410.g15961.1	CBG17170.1	C07A4.3.1, D2062.1.1
OG0001994	QX1410.g15985.1	CBG17135.1, CBG17252.1, CBG31260.1	NA
OG0001995	QX1410.g16008.1, QX1410.g19248.1, QX1410.g19253.1	CBG21615.1	NA
OG0001996	QX1410.g16037.1	CBG11805.1, CBG11806.1, CBG11809.1	NA
OG0001997	QX1410.g16056.1, QX1410.g18186.1, QX1410.g18193.1	CBG26803b.1	NA
OG0001998	QX1410.g16109.1, QX1410.g18752.1	CBG10617.1, CBG14034.1	NA
OG0001999	QX1410.g16130.1, QX1410.g20636.1	CBG06242.1	B0001.6.2
OG0002000	QX1410.g16203.1	CBG14123.1	C33D12.3.1, Y71H2AM.22a.1
OG0002001	QX1410.g16241.1	CBG27636.1	F40F4.2.1, F40F4.3.1
OG0002002	QX1410.g16423.1	CBG14378.1	F48D6.1.1, K10D3.3.1
OG0002003	QX1410.g16432.1	CBG14386.1	C52B9.19.1, C52B9.2.2
OG0002004	QX1410.g16437.2	CBG14393b.1	C24A8.1.1, C24A8.6b.1
OG0002005	QX1410.g16439.1	CBG14395.1	C24A8.4.1, F14H12.4b.1
OG0002006	QX1410.g16505.1	CBG14491.1, CBG14493.1	C05E11.6.1
OG0002007	QX1410.g16514.1, QX1410.g16516.1	CBG14505a.1	T13H2.5a.1
OG0002008	QX1410.g16517.1, QX1410.g16519.1	CBG27700.1, CBG27701.1	NA
OG0002009	QX1410.g16528.1, QX1410.g56.1	CBG11510.1	F58G11.2a.1
OG0002010	QX1410.g16577.1	CBG14568b.1	K05B2.5b.1, W04E12.9.1
OG0002011	QX1410.g16578.1, QX1410.g20383.1	CBG30348.1	Y48G1C.6.1
OG0002012	QX1410.g16627.1	CBG14630.1, CBG14631.1	T03G11.2.1
OG0002013	QX1410.g16641.1	CBG14645.1, CBG14647.1	Y34B4A.5.1
OG0002014	QX1410.g16668.1	CBG14677.1	F35C8.1.1, F35C8.2.1
OG0002015	QX1410.g16715.1	CBG14728.1	K12H6.11.1, W01C8.3.1
OG0002016	QX1410.g16739.1, QX1410.g16740.1	CBG14754.1, CBG14755.1	NA
OG0002017	QX1410.g16770.1	CBG14794.1, CBG14811.1	F22F4.2.1
OG0002018	QX1410.g16771.1	CBG14795.1, CBG14812.1	F22F4.9.1
OG0002019	QX1410.g16784.1, QX1410.g4483.1, QX1410.g4547.1	CBG14827.1	NA
OG0002020	QX1410.g16939.2, QX1410.g16940.1	CBG10890.1	H22K11.2.1
OG0002021	QX1410.g17008.1	CBG04533.1, CBG10972.1	C36B7.3.1
OG0002022	QX1410.g17012.1	CBG10975.1	C36B7.1.1, C36B7.2.1
OG0002023	QX1410.g17016.1	CBG10980.1	C54D1.2.1, Y38H6C.8.1
OG0002024	QX1410.g17084.1, QX1410.g17085.1, QX1410.g18489.1	CBG27741.1	NA
OG0002025	QX1410.g17087.1, QX1410.g19385.1	CBG04476.1, CBG22342.1	NA
OG0002026	QX1410.g17107.2	CBG16705.1	F48E3.7.1, R13A5.4.1
OG0002027	QX1410.g17144.1, QX1410.g17145.1	CBG16742d.1	C44E12.3c.1
OG0002028	QX1410.g17155.1, QX1410.g2164.1	CBG16758.1	F27D9.2.1
OG0002029	QX1410.g17191.1, QX1410.g17686.1	CBG15405.1, CBG30748.1	NA
OG0002030	QX1410.g17222.1	CBG16851.1	C14F5.2.1, F42F12.2.1
OG0002031	QX1410.g17274.1, QX1410.g17275.1	CBG16906.1	C02B8.5.1
OG0002032	QX1410.g17297.1, QX1410.g17298.1	CBG16929.1, CBG16930.1	NA
OG0002033	QX1410.g17358.1	CBG00116.1	C04B4.3.1, F45E6.4.1
OG0002034	QX1410.g17380.1	CBG00143.1	F19H6.4.1, F42F12.3.1
OG0002035	QX1410.g17424.1	CBG00196.1	F47E1.2.1, F47E1.4.1
OG0002036	QX1410.g17441.1, QX1410.g17443.1	CBG00212.1, CBG00215.1	NA
OG0002037	QX1410.g17460.1	CBG00232.1	C24A3.4.1, ZK892.4.1
OG0002038	QX1410.g17474.1	CBG00248.1, CBG07130.1	D1009.2.2
OG0002039	QX1410.g17500.1, QX1410.g19234.1	CBG17797.1, CBG27921.1	NA
OG0002040	QX1410.g17508.1	CBG30751.1	F53H4.2.1, F54F7.9.1
OG0002041	QX1410.g17525.1	CBG15567.1	C44C10.12.1, Y62H9A.8.1
OG0002042	QX1410.g17555.1	CBG15536.1	T08D10.1.1, Y53H1A.5a.1
OG0002043	QX1410.g17643.1	CBG15448.1, CBG22619.1, CBG26833.1	NA
OG0002044	QX1410.g17663.1, QX1410.g18588.1, QX1410.g18630.1	CBG25758.1	NA
OG0002045	QX1410.g17687.1, QX1410.g17688.1, QX1410.g20199.2	CBG15404b.1	NA
OG0002046	QX1410.g17750.1	CBG22788.1	T01B10.2.1, W05E7.3.1
OG0002047	QX1410.g17774.1	CBG22755.1	C53B7.7.1, F40B5.3a.1
OG0002048	QX1410.g17792.1, QX1410.g17793.1	CBG22732.1, CBG22733.1	NA
OG0002049	QX1410.g17808.1	CBG22711.1, CBG22712.1	K02A6.4.1
OG0002050	QX1410.g17898.1, QX1410.g17899.1	CBG05283.1	R04D3.8.1
OG0002051	QX1410.g17908.1	CBG28019.1	F17A2.1a.1, F54F7.4.1
OG0002052	QX1410.g17934.1, QX1410.g17941.1	CBG05320.1, CBG24549.1	NA
OG0002053	QX1410.g17936.1, QX1410.g17939.1	CBG05344.1, CBG05347.1	NA
OG0002054	QX1410.g17971.1, QX1410.g21441.1	CBG08338.1, CBG10673.1	NA
OG0002055	QX1410.g17987.2	CBG07776.1	F46G10.3.2, F46G10.7c.1
OG0002056	QX1410.g17990.1, QX1410.g17992.1	CBG07770.1, CBG07772.1	NA
OG0002057	QX1410.g18022.1, QX1410.g18023.1	CBG07739.1, CBG31080.1	NA
OG0002058	QX1410.g18051.1	CBG07704.1	F28H6.3.1, R03A10.4a.1
OG0002059	QX1410.g18070.2	CBG07685.1	H11E01.2.1, Y15E3A.4.1
OG0002060	QX1410.g18127.1, QX1410.g18129.1	CBG07612.1	T10B10.3.1
OG0002061	QX1410.g18140.1	CBG07600b.1	C27C12.2.1, Y55F3AM.7b.1
OG0002062	QX1410.g13117.3, QX1410.g18280.1	CBG16521.1	R144.2a.2
OG0002063	QX1410.g18288.1	CBG07448.1	F02D10.1.1, F54B11.1.1
OG0002064	QX1410.g18290.1, QX1410.g18292.1	CBG07446.1	F15A2.2.1
OG0002065	QX1410.g18309.1, QX1410.g18310.1, QX1410.g18380.1	CBG07423.1	NA
OG0002066	QX1410.g18347.1, QX1410.g18484.1, QX1410.g21616.2	CBG28117.1	NA
OG0002067	QX1410.g18378.1	CBG07352.1	T21H8.3.1, T21H8.4.1
OG0002068	QX1410.g18417.1	CBG07317.1, CBG07318.1	C04C11.2.1
OG0002069	QX1410.g18433.1, QX1410.g18434.1	CBG07292.1, CBG07293.1	NA
OG0002070	QX1410.g18450.1, QX1410.g18451.1, QX1410.g18454.1	CBG07268.1	NA
OG0002071	QX1410.g18507.1, QX1410.g18563.1	CBG10206.1, CBG10259.1	NA
OG0002072	QX1410.g18544.1, QX1410.g21619.1	CBG15630c.1	C28C12.10b.1
OG0002073	QX1410.g18569.1	CBG10202.1	F21G4.5.1, K04C1.3.1
OG0002074	QX1410.g18606.1, QX1410.g3364.1	CBG19191.1	F21C10.12.1
OG0002075	QX1410.g18613.1, QX1410.g20730.1	CBG03374.1, CBG08953.1	NA
OG0002076	QX1410.g18652.1, QX1410.g19487.1, QX1410.g19488.1	CBG08919.1	NA
OG0002077	QX1410.g18655.1, QX1410.g18665.1, QX1410.g18671.1, QX1410.g18674.1	NA	NA
OG0002078	QX1410.g18673.1, QX1410.g18677.1	CBG08907.1, CBG08909.1	NA
OG0002079	QX1410.g18687.1, QX1410.g18690.1	CBG08893.1, CBG08896.1	NA
OG0002080	QX1410.g18689.1, QX1410.g19867.1	CBG08894.1, CBG17155.1	NA
OG0002081	QX1410.g18693.1, QX1410.g19334.1	CBG22452.1	Y37A1A.3.1
OG0002082	QX1410.g18704.1, QX1410.g18707.1	CBG24545.1, CBG24974.1	NA
OG0002083	QX1410.g13974.2, QX1410.g18705.1, QX1410.g18706.1	CBG24546.1	NA
OG0002084	QX1410.g18723.1, QX1410.g18724.1	CBG10647.1, CBG10648.1	NA
OG0002085	QX1410.g18766.1, QX1410.g18772.1	CBG10597.1, CBG10602.1	NA
OG0002086	QX1410.g18767.1	CBG10598.1, CBG10601.1, CBG24997.1	NA
OG0002087	QX1410.g18768.1, QX1410.g18771.1, QX1410.g990.1	CBG10599.1	NA
OG0002088	QX1410.g18773.1	CBG10596.1	E02H4.4.1, K06G5.1.2
OG0002089	QX1410.g18799.1	CBG23760.1	C17E7.5.1, C17E7.6.2
OG0002090	QX1410.g18808.1, QX1410.g18819.1, QX1410.g18831.1	CBG23710.1	NA
OG0002091	QX1410.g11573.1	CBG15291b.1, CBG26760.1	B0412.3a.1
OG0002092	QX1410.g11622.1	CBG15225.1	F21H7.5.1, F36D3.4.1
OG0002093	QX1410.g11627.1	CBG15221a.1	Y108F1.5.1, Y67D2.6.1
OG0002094	QX1410.g11636.1	CBG15211.1, CBG24893.1	F20H11.1.1
OG0002095	QX1410.g11637.1	CBG15209b.1, CBG24892.1	F27B3.2a.1
OG0002096	QX1410.g11659.1	CBG15190.1, CBG24018.1	Y39A3CL.4a.1
OG0002097	QX1410.g11692.2	CBG15155.1, CBG29760.1	F58B6.3b.1
OG0002098	QX1410.g11745.2	CBG15108.1	Y39A3A.4.1, Y48G9A.9b.1
OG0002099	QX1410.g11765.1	CBG15665.3, CBG15793a.1	Y54F10BM.12.1
OG0002100	QX1410.g11798.1	CBG15701.1, CBG15797.1	K10F12.4a.1
OG0002101	QX1410.g11800.2	CBG15706a.1, CBG24622.1	W07B3.2b.1
OG0002102	QX1410.g11815.1	CBG15726.1	C28G1.10.1, F40G9.3.1
OG0002103	QX1410.g11830.1	CBG15742.1	BE10.5.1, F49B2.9.1
OG0002104	QX1410.g11838.1	CBG15750.1	Y37D8A.6.2, Y37D8A.8.1
OG0002105	QX1410.g11853.2	CBG15768a.1	Y37D8A.11a.1, Y37D8A.9b.1
OG0002106	QX1410.g11862.1	CBG15777.1	F55H12.1.1, ZK1010.9.1
OG0002107	QX1410.g11899.1, QX1410.g11909.1	CBG00482.1, CBG00496.1	NA
OG0002108	QX1410.g11925.1	CBG11776.1	Y49E10.3a.1, Y75B8A.30.1
OG0002109	QX1410.g11942.1, QX1410.g11944.1	CBG11756.1	Y49E10.15.1
OG0002110	QX1410.g11943.1, QX1410.g11945.1	CBG11755.1	Y49E10.14a.1
OG0002111	QX1410.g11963.1	CBG11730.1	F58B6.1.1, T10B5.7a.1
OG0002112	QX1410.g11966.1	CBG11727.1, CBG31444.1	Y71D11A.2.1
OG0002113	QX1410.g11980.1	CBG11707.1	W03H1.2.1, Y82E9BR.15.1
OG0002114	QX1410.g12003.1	CBG11683.1	E02H9.1.1, E02H9.9.1
OG0002115	QX1410.g12007.1	CBG20119.1	B0035.18.1, Y111B2A.2.1
OG0002116	QX1410.g12008.1, QX1410.g13856.1	CBG20120.1	Y111B2A.10a.1
OG0002117	QX1410.g12012.1	CBG25823.1	C09E7.11.1, F27B3.6.1
OG0002118	QX1410.g12029.2	CBG22485.2, CBG25011.1	H05C05.1c.1
OG0002119	QX1410.g12033.1, QX1410.g12034.1	CBG22479.1, CBG22480.1	NA
OG0002120	QX1410.g12048.1	CBG22467.1, CBG25080.1	H06I04.3a.1
OG0002121	QX1410.g12062.2	CBG20309b.1	Y53G8B.1.1, Y71F9AL.5.1
OG0002122	QX1410.g12135.1, QX1410.g12141.1	CBG21129.1, CBG24254.1	NA
OG0002123	QX1410.g1083.1, QX1410.g12154.1, QX1410.g4588.1	CBG23889.1	NA
OG0002124	QX1410.g12164.1	CBG17488.1, CBG30276.1	T12A2.7.1
OG0002125	QX1410.g12200.2	CBG19693.1, CBG19694.1	C56G2.7b.1
OG0002126	QX1410.g12231.1	CBG09116.1	C46H11.6.1, F28E10.4.2
OG0002127	QX1410.g12247.1	CBG09118.1, CBG30262.1	B0244.16.1
OG0002128	QX1410.g12250.1	CBG30286a.1	B0244.4b.1, B0244.5.1
OG0002129	QX1410.g12285.1	CBG09052.1	F26A1.4.1, ZK354.6.1
OG0002130	QX1410.g12353.1	CBG08980.1	F09F7.8.1, F35C5.10.1
OG0002131	QX1410.g12355.1	CBG08978.1	F56D2.2.1, F56D2.5.1
OG0002132	QX1410.g12363.1	CBG08967.1	C05D2.3.1, C05D2.4b.1
OG0002133	QX1410.g12385.1	CBG30303.1	D1044.3.1, D1044.7.1
OG0002134	QX1410.g12389.1	CBG05206.1, CBG05214a.1	R02F2.2.1
OG0002135	QX1410.g12390.1	CBG05207.1, CBG30197.1	R02F2.8.1
OG0002136	QX1410.g12393.1, QX1410.g12395.1	CBG05202.1	R02F2.7.1
OG0002137	QX1410.g12413.1	CBG05182.1, CBG05185.1, CBG20385.1	NA
OG0002138	QX1410.g12444.2	CBG24675e.1	F52C9.8b.1, Y47G6A.30.1
OG0002139	QX1410.g12447.1	CBG24671.1	C25A8.2.1, R02D5.7.1
OG0002140	QX1410.g12450.1	CBG23796b.1, CBG25001.1	R01H10.3c.1
OG0002141	QX1410.g12454.1	CBG23800.1, CBG24620.1	R01H10.7.1
OG0002142	QX1410.g12460.1	CBG24614.1	K10G9.1.1, T07A5.3.1
OG0002143	QX1410.g12484.1	CBG18397.1, CBG31139.1	C38H2.3.1
OG0002144	QX1410.g12485.1	CBG18395.1, CBG25088.1	M03C11.1.1
OG0002145	QX1410.g12493.1	CBG18387.1	D2045.2.1, H04D03.3.1
OG0002146	QX1410.g12497.1	CBG18383.1, CBG30282.1	D2045.9.1
OG0002147	QX1410.g12498.1	CBG18382.1	D2045.6.1, K08E7.7a.1
OG0002148	QX1410.g12541.1, QX1410.g12542.1	CBG18333.1	Y39A1A.9.1
OG0002149	QX1410.g12550.1	CBG18325.1, CBG18380.1	W09D10.3.1
OG0002150	QX1410.g12551.1	CBG18324.1, CBG18379.1	W09D10.5a.1
OG0002151	QX1410.g12552.1	CBG18323.1, CBG18381.1	W09D10.4.1
OG0002152	QX1410.g12650.1, QX1410.g1890.3	CBG06664a.1	T27C4.4a.1
OG0002153	QX1410.g12653.1	CBG13172.1	F52G2.3.1, K04G11.3.1
OG0002154	QX1410.g12671.1	CBG13192.1	W09D6.4.1, Y47D3A.13.1
OG0002155	QX1410.g12675.1	CBG13195.1, CBG30843.1	Y47D3B.10.1
OG0002156	QX1410.g12717.1, QX1410.g12719.1	CBG13239.1	Y41C4A.19.1
OG0002157	QX1410.g12733.3	CBG13257.1	R04A9.5.1, Y66D12A.5.1
OG0002158	QX1410.g12739.1	CBG13262.1	Y66D12A.11.1, ZK418.13.1
OG0002159	QX1410.g12790.1	CBG13314.1, CBG13319.1	Y56A3A.18.1
OG0002160	QX1410.g12791.1	CBG13315.1, CBG13320.1	Y56A3A.20.1
OG0002161	QX1410.g12792.1	CBG13316.1, CBG13321.1	Y56A3A.21.1
OG0002162	QX1410.g12793.1	CBG13317.1, CBG13322.1	Y56A3A.22.1
OG0002163	QX1410.g12796.8	CBG13325c.1	H21P03.10.1, Y56A3A.7b.1
OG0002164	QX1410.g12819.1	CBG18164.1	R05D3.7.1, ZC262.7.1
OG0002165	QX1410.g12869.1	CBG18107a.1	C02D5.1.1, C37A2.3.1
OG0002166	QX1410.g12912.1	CBG18064.1	C28A5.6.1, K09C6.2e.1
OG0002167	QX1410.g12980.1	CBG17992.1	C35D10.2.1, F44D12.4.1
OG0002168	QX1410.g12990.1	CBG30151.1	C56C10.6.1, F54H5.2a.1
OG0002169	QX1410.g12992.4	CBG17983a.1	C38D4.4.1, F58G11.3a.1
OG0002170	QX1410.g13007.1, QX1410.g13008.1	CBG17967.1, CBG17968.1	NA
OG0002171	QX1410.g13041.1	CBG18186.1	F26F4.2.1, F37A8.1.1
OG0002172	QX1410.g13067.1	CBG18216.1	F33H12.1.1, K04C2.4.1
OG0002173	QX1410.g13079.1	CBG16478.1	F57B9.3.1, F57B9.6a.1
OG0002174	QX1410.g13094.1	CBG16492.1, CBG24567.1	F31E3.3.1
OG0002175	QX1410.g13095.1	CBG16493.1, CBG24569.1	F31E3.2a.1
OG0002176	QX1410.g13096.1	CBG16494a.1	F17A2.5.1, F31E3.1.1
OG0002177	QX1410.g13131.1	CBG16534.1	T06E4.1.1, ZK1055.1.1
OG0002178	QX1410.g13148.1	CBG16558.1, CBG25062.1	K07E12.1.1
OG0002179	QX1410.g13160.1, QX1410.g13165.1	CBG16572.1	F37A4.5.1
OG0002180	QX1410.g13170.1, QX1410.g13171.1	CBG16589.1	ZK418.11.1
OG0002181	QX1410.g13176.1	CBG16596.1, CBG31459.1	B0280.9.1
OG0002182	QX1410.g13179.1	CBG16599.1	C45G9.1.1, W01B6.2.1
OG0002183	QX1410.g13191.1	CBG08359.1, CBG25148.1	F37C12.7.1
OG0002184	QX1410.g13196.1, QX1410.g2789.1	CBG09577.1	B0024.2.1
OG0002185	QX1410.g13224.1	CBG16629.1, CBG24092.1	F10E9.12.1
OG0002186	QX1410.g13225.1	CBG16630.1, CBG24093.1	F10E9.1.1
OG0002187	QX1410.g13270.1	CBG16665.1	C30A5.5.1, ZK795.4.1
OG0002188	QX1410.g13273.1	CBG16668b.1	C07A9.5.1, C50C3.2.1
OG0002189	QX1410.g13295.1	CBG09230.1	C31H1.1.1, T25B9.6a.1
OG0002190	QX1410.g13299.4	CBG09226.1	Y116A8C.24b.1, Y116A8C.38.1
OG0002191	QX1410.g13304.1	CBG09220.1	C25G4.4.1, C44F1.2.1
OG0002192	QX1410.g13318.1	CBG09206.1	C14B1.4.1, ZC302.2a.1
OG0002193	QX1410.g13322.1	CBG09203.1	C14B1.1.1, M04D5.1.1
OG0002194	QX1410.g13415.1	CBG09843.1	F36H12.5.1, T13A10.1.1
OG0002195	QX1410.g13452.1	CBG09883.1	T16H12.8.1, Y73C8C.9.1
OG0002196	QX1410.g13454.1	CBG09885.1, CBG09886b.1	T16H12.5a.1
OG0002197	QX1410.g13461.1, QX1410.g13592.1	CBG09893a.1	F58A4.14a.1
OG0002198	QX1410.g13498.1, QX1410.g998.1	CBG30227.1	C05B5.12.1
OG0002199	QX1410.g13516.1	CBG09950a.1	T22B3.2b.1, ZK757.3a.2
OG0002200	QX1410.g13564.1	CBG09978.1, CBG10002.1	T05G5.8a.1
OG0002201	QX1410.g13565.1	CBG09979.1, CBG10003.1	T05G5.6.1
OG0002202	QX1410.g13593.1	CBG10030.1	F58A4.4a.1, T24C4.5.1
OG0002203	QX1410.g13609.1	CBG10048.2	C48B4.10.1, C48B4.6.1
OG0002204	QX1410.g13614.1	CBG30285.1, CBG30291.1	C48B4.8a.1
OG0002205	QX1410.g13637.2	CBG10073.1, CBG10074a.1	D1069.3b.1
OG0002206	QX1410.g13660.1	CBG10100.1	C38C10.4.1, F22B7.13.1
OG0002207	QX1410.g13681.1	CBG10121.1, CBG30848.1	C40H1.3.1
OG0002208	QX1410.g13690.1, QX1410.g13691.2	CBG10131.1	C40H1.8.1
